Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,MP
Andrzej Trubeha,pl POL,"FW,MF",25-086,7.0,3,239.0,2.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,0.0,0.38,0.38,0.0,0.38,Matches,
Wojciech Łaski,pl POL,DF,22-271,12.0,2,347.0,3.9,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,,,,0.26,0.0,0.26,0.26,0.26,Matches,
Maciej Bortniczuk,pl POL,MF,21-163,8.0,2,200.0,2.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,,,,0.45,0.0,0.45,0.45,0.45,Matches,
Juan Cámara,es ESP,"MF,FW",29-003,6.0,2,141.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Mateusz Kowalski,pl POL,FW,17-210,11.0,1,193.0,2.1,2.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,,,,0.93,0.0,0.93,0.93,0.93,Matches,
Dušan Stojinovič,si SVN,DF,22-174,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Paweł Olszewski,pl POL,DF,23-254,2.0,0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Michal Sáček,cz CZE,MF,26-150,1.0,0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Maciej Twarowski,pl POL,FW,21-340,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Sławomir Abramowicz,pl POL,GK,18-252,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Bartosz Bernatowicz,pl POL,MF,18-002,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Michał Ozga,pl POL,DF,22-238,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Damian Wojdakowski,pl POL,MF,17-237,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Bartłomiej Żynel,pl POL,GK,24-313,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Squad Total,,,27.9,20.0,220,1800.0,20.0,28.0,18.0,46.0,25.0,3.0,3.0,57.0,4.0,,,,1.4,0.9,2.3,1.25,2.15,,
Opponent Total,,,27.7,20.0,220,1800.0,20.0,27.0,22.0,49.0,24.0,3.0,4.0,40.0,1.0,,,,1.35,1.1,2.45,1.2,2.3,,
Rafał Pietrzak,pl POL,DF,31-017,,19,1629.0,18.1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.06,0.06,0.0,0.06,Matches,20.0
Michał Nalepa,pl POL,DF,30-025,,18,1590.0,17.7,2.0,1.0,3.0,2.0,0.0,0.0,6.0,0.0,,,,0.11,0.06,0.17,0.11,0.17,Matches,18.0
Dušan Kuciak,sk SVK,GK,37-271,,17,1530.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,17.0
Maciej Gajos,pl POL,MF,31-334,,17,1398.0,15.5,3.0,0.0,3.0,3.0,0.0,0.0,4.0,0.0,,,,0.19,0.0,0.19,0.19,0.19,Matches,18.0
Jarosław Kubicki,pl POL,MF,27-193,,15,1379.0,15.3,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,,,,0.07,0.07,0.13,0.07,0.13,Matches,18.0
Conrado,it ITA,MF,25-319,,15,1297.0,14.4,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,,,,0.0,0.07,0.07,0.0,0.07,Matches,20.0
Mario Maloča,hr CRO,DF,33-288,,14,1281.0,14.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,0.07,0.0,0.07,0.07,0.07,Matches,15.0
İlkay Durmuş,tr TUR,MF,28-291,,14,1117.0,12.4,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,,,,0.0,0.16,0.16,0.0,0.16,Matches,15.0
