Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,MP
Adis Jasic,at AUT,DF,20-004,12.0,10,889.0,9.9,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,,,,0.2,0.2,0.4,0.2,0.4,Matches,
Thierno Ballo,at AUT,"MF,FW",21-045,16.0,10,808.0,9.0,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,,,,0.33,0.11,0.45,0.33,0.45,Matches,
Nikolas Veratschnig,at AUT,"DF,MF",20-023,14.0,8,838.0,9.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Michael Novak,at AUT,DF,32-048,15.0,7,858.0,9.5,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,,,,0.1,0.1,0.21,0.1,0.21,Matches,
Matthäus Taferner,at AUT,MF,22-017,13.0,7,587.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Ervin Omic,at AUT,MF,20-027,11.0,5,565.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Thorsten Röcher,at AUT,FW,31-250,13.0,4,526.0,5.8,4.0,5.0,9.0,4.0,0.0,0.0,2.0,0.0,,,,0.68,0.86,1.54,0.68,1.54,Matches,
Jonathan Scherzer,at AUT,DF,27-209,3.0,3,123.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Augustine Boakye,gh GHA,MF,22-105,6.0,2,329.0,3.7,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,,,,0.27,0.55,0.82,0.27,0.82,Matches,
Nikos Vergos,gr GRE,FW,27-034,11.0,2,315.0,3.5,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,,,,0.29,0.29,0.57,0.0,0.29,Matches,
David Gugganig,at AUT,DF,26-006,6.0,2,271.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Dario Vizinger,hr CRO,"MF,FW",24-255,5.0,2,243.0,2.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,0.37,0.0,0.37,0.37,0.37,Matches,
Luka Lochoshvili,ge GEO,DF,24-263,2.0,1,113.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Tim Oermann,de GER,DF,19-133,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Lukas Gütlbauer,at AUT,GK,22-072,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Fabian Tauchhammer,at AUT,DF,21-183,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Squad Total,,,26.0,17.0,187,1530.0,17.0,29.0,20.0,49.0,27.0,2.0,3.0,26.0,0.0,,,,1.71,1.18,2.88,1.59,2.76,,
Opponent Total,,,25.9,17.0,187,1530.0,17.0,36.0,26.0,62.0,35.0,1.0,2.0,24.0,1.0,,,,2.12,1.53,3.65,2.06,3.59,,
Lukas Jäger,at AUT,MF,29-004,16.0,16,1440.0,16.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,,,,0.06,0.0,0.06,0.06,0.06,Matches,
Jan Zwischenbrugger,at AUT,DF,32-246,16.0,16,1440.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Nosa Iyobosa Edokpolor,at AUT,DF,26-147,15.0,15,1332.0,14.8,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Alexis Tibidi,fr FRA,"MF,FW",19-105,16.0,15,1235.0,13.7,5.0,1.0,6.0,5.0,0.0,0.0,4.0,0.0,,,,0.36,0.07,0.44,0.36,0.44,Matches,
Atdhe Nuhiu,xk KVX,FW,33-202,16.0,14,1287.0,14.3,8.0,1.0,9.0,8.0,0.0,1.0,4.0,1.0,,,,0.56,0.07,0.63,0.56,0.63,Matches,
Tino Casali,at AUT,GK,27-094,14.0,14,1260.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Jan Jurčec,hr CRO,"MF,DF",22-081,16.0,13,1085.0,12.1,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,,,,0.08,0.17,0.25,0.08,0.25,Matches,
Forson Amankwah,gh GHA,"MF,DF",20-047,16.0,10,955.0,10.6,1.0,4.0,5.0,1.0,0.0,0.0,2.0,0.0,,,,0.09,0.38,0.47,0.09,0.47,Matches,
Stefan Haudum,at AUT,"MF,DF",28-081,13.0,10,755.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Manuel Thurnwald,at AUT,DF,24-215,14.0,8,753.0,8.4,0.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,,,,0.0,0.48,0.48,0.0,0.48,Matches,
Bakary Nimaga,ml MLI,MF,28-072,10.0,8,693.0,7.7,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.13,0.13,0.0,0.13,Matches,
Noah Bischof,at AUT,"MF,FW",20-071,11.0,8,670.0,7.4,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,,,0.27,0.0,0.27,0.27,0.27,Matches,
Felix Strauß,at AUT,DF,21-327,8.0,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Lukas Gugganig,at AUT,DF,28-002,10.0,7,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Emanuel Schreiner,at AUT,"DF,MF",34-014,10.0,6,433.0,4.8,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,,,,0.0,0.21,0.21,0.0,0.21,Matches,
Csaba Bukta,hu HUN,"MF,DF",21-206,17.0,5,511.0,5.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.18,0.18,0.0,0.18,Matches,
Dominik Reiter,at AUT,"MF,DF",25-043,7.0,5,368.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Jakob Odehnal,at AUT,GK,21-190,2.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Johannes Tartarotti,at AUT,MF,23-198,12.0,1,294.0,3.3,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,,,,0.31,0.31,0.61,0.31,0.61,Matches,
Sebastian Aigner,at AUT,DF,22-044,7.0,1,247.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Amir Abdijanovic,at AUT,FW,21-350,6.0,1,119.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Mike-Steven Bähre,de GER,MF,27-190,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Husein Balic,at AUT,FW,27-001,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Andreas Jungdal,dk DEN,GK,20-359,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Simon Nelson,at AUT,DF,21-013,1.0,1,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Jurica Jurčec,hr CRO,MF,20-318,1.0,1,62.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Pape Alioune Ndiaye,fr FRA,DF,25-012,2.0,0,42.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Samuel Mischitz,at AUT,DF,19-186,2.0,0,38.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Emre Yabantas,at AUT,MF,19-021,1.0,0,31.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Marko Lazetić,rs SRB,FW,19-025,1.0,0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
David Herold,de GER,MF,19-361,1.0,0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Armin Gremsl,at AUT,GK,28-187,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Squad Total,,,26.0,17.0,187,1530.0,17.0,19.0,16.0,35.0,19.0,0.0,1.0,41.0,2.0,,,,1.12,0.94,2.06,1.12,2.06,,
Opponent Total,,,26.2,17.0,187,1530.0,17.0,35.0,25.0,60.0,32.0,3.0,3.0,41.0,1.0,,,,2.06,1.47,3.53,1.88,3.35,,
Jürgen Heil,at AUT,MF,25-318,15.0,15,1276.0,14.2,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,,,,0.0,0.07,0.07,0.0,0.07,Matches,
Matija Horvat,hr CRO,DF,23-285,16.0,14,1218.0,13.5,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,,,,0.07,0.0,0.07,0.07,0.07,Matches,
Lukas Fadinger,at AUT,MF,22-142,16.0,13,1139.0,12.7,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,,,,0.08,0.08,0.16,0.08,0.16,Matches,
Mario Sonnleitner,at AUT,DF,36-131,14.0,13,1133.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
René Swete,at AUT,GK,32-260,12.0,12,1080.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Okan Aydın,tr TUR,"MF,FW",28-284,14.0,12,950.0,10.6,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,,,,0.28,0.0,0.28,0.28,0.28,Matches,
Dominik Frieser,at AUT,"MF,DF",29-160,12.0,11,1035.0,11.5,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,,,,0.09,0.17,0.26,0.09,0.26,Matches,
Dario Tadić,at AUT,FW,32-281,16.0,10,937.0,10.4,5.0,2.0,7.0,2.0,3.0,3.0,0.0,0.0,,,,0.48,0.19,0.67,0.19,0.38,Matches,
Tobias Kainz,at AUT,MF,30-108,16.0,9,960.0,10.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Marin Karamarko,hr CRO,"DF,MF",24-308,9.0,9,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Patrick Farkas,at AUT,"DF,MF",30-160,12.0,9,795.0,8.8,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,,,,0.0,0.11,0.11,0.0,0.11,Matches,
Michael Steinwender,at AUT,DF,22-288,12.0,8,746.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Seth Paintsil,gh GHA,FW,26-272,11.0,7,578.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Ruben Providence,fr FRA,"MF,DF",21-224,8.0,6,532.0,5.9,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,,,,0.17,0.0,0.17,0.17,0.17,Matches,
Rene Kriwak,at AUT,FW,23-292,12.0,6,519.0,5.8,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,,,,0.35,0.0,0.35,0.35,0.35,Matches,
Thomas Kofler,at AUT,DF,24-224,8.0,5,469.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Raphael Sallinger,at AUT,GK,27-070,5.0,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Albert Ejupi,se SWE,"MF,DF",30-172,10.0,5,397.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Eylon Almog,il ISR,"MF,FW",24-039,9.0,5,364.0,4.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,,,,0.25,0.25,0.49,0.25,0.49,Matches,
Thomas Rotter,at AUT,DF,31-020,4.0,3,315.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Christian Klem,at AUT,DF,31-301,4.0,3,214.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Mario Kröpfl,at AUT,"MF,FW",33-057,11.0,2,255.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Donis Avdijaj,xk KVX,"MF,FW",26-175,2.0,2,145.0,1.6,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,,,1.24,0.0,1.24,1.24,1.24,Matches,
Manfred Gollner,at AUT,DF,32-056,5.0,1,207.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Manuel Pfeifer,at AUT,DF,23-159,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Philipp Sturm,at AUT,MF,23-358,4.0,1,81.0,0.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,1.11,1.11,0.0,1.11,Matches,
Jakob Knollmüller,at AUT,FW,19-205,3.0,0,43.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Dominik Prokop,at AUT,MF,25-259,1.0,0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Fabian Ehmann,at AUT,GK,24-172,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Florian Faist,at AUT,GK,33-312,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Squad Total,,,27.9,17.0,187,1530.0,17.0,17.0,9.0,26.0,14.0,3.0,3.0,29.0,1.0,,,,1.0,0.53,1.53,0.82,1.35,,
Opponent Total,,,25.5,17.0,187,1530.0,17.0,31.0,19.0,50.0,29.0,2.0,3.0,36.0,3.0,,,,1.82,1.12,2.94,1.71,2.82,,
Samuel Şahin-Radlinger,at AUT,GK,30-101,16.0,16,1440.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Philipp Pomer,at AUT,"MF,FW",25-188,16.0,16,1420.0,15.8,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,,,,0.13,0.06,0.19,0.13,0.19,Matches,
Tin Plavotic,at AUT,DF,25-231,16.0,16,1417.0,15.7,2.0,1.0,3.0,2.0,0.0,0.0,2.0,1.0,,,,0.13,0.06,0.19,0.13,0.19,Matches,
Stefan Nutz,at AUT,"FW,MF",31-001,16.0,16,1353.0,15.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,,,,0.07,0.13,0.2,0.07,0.2,Matches,
Michael Martin,de GER,MF,22-221,16.0,15,1400.0,15.6,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,,,,0.0,0.06,0.06,0.0,0.06,Matches,
David Ungar,at AUT,"DF,MF",22-336,15.0,15,1308.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Leo Mikić,hr CRO,"MF,FW",25-286,15.0,14,1077.0,12.0,2.0,0.0,2.0,2.0,0.0,0.0,3.0,2.0,,,,0.17,0.0,0.17,0.17,0.17,Matches,
Christoph Monschein,at AUT,FW,30-117,16.0,12,1061.0,11.8,2.0,0.0,2.0,0.0,2.0,3.0,3.0,0.0,,,,0.17,0.0,0.17,0.0,0.0,Matches,
Julian Wießmeier,de GER,MF,30-104,17.0,12,994.0,11.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,,,,0.09,0.09,0.18,0.09,0.18,Matches,
Marcel Ziegl,at AUT,"MF,DF",30-058,9.0,9,763.0,8.5,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,,,,0.0,0.12,0.12,0.0,0.12,Matches,
Markus Lackner,at AUT,DF,31-317,10.0,9,728.0,8.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Julian Turi,at AUT,DF,21-228,10.0,8,772.0,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Kingsley Michael,ng NGA,MF,23-174,10.0,7,587.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Matthias Gragger,at AUT,"DF,MF",21-105,7.0,5,435.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Josef Weberbauer,at AUT,MF,24-340,10.0,4,460.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Seifedin Chabbi,at AUT,FW,29-227,12.0,4,382.0,4.2,2.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,,,,0.47,0.0,0.47,0.24,0.24,Matches,
Denizcan Cosgun,at AUT,"MF,FW",21-000,10.0,2,302.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Luca Kronberger,at AUT,"MF,FW",21-001,9.0,2,285.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Oliver Kragl,de GER,MF,32-280,5.0,1,111.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Roko Jurišić,hr CRO,DF,21-141,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Christoph Lang,at AUT,FW,21-040,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Jonas Wendlinger,at AUT,GK,22-214,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Nikola Stošić,rs SRB,MF,23-018,1.0,1,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Gontie Diomande,ci CIV,MF,19-272,3.0,0,29.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Felix Seiwald,at AUT,DF,22-180,1.0,0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Belmin Beganovic,ba BIH,FW,18-160,2.0,0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Jonas Mayer,at AUT,MF,18-232,1.0,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Agyemang Diawusie,de GER,"FW,MF",25-004,1.0,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Valentin Akrap,hr CRO,FW,20-034,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Philipp Birglehner,at AUT,DF,24-085,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Patrick Moser,at AUT,GK,20-027,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Richard Strebinger,at AUT,GK,30-002,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Nico Wiesinger,at AUT,DF,19-361,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Squad Total,,,26.5,17.0,187,1530.0,17.0,12.0,7.0,19.0,9.0,3.0,4.0,30.0,5.0,,,,0.71,0.41,1.12,0.53,0.94,,
Opponent Total,,,26.2,17.0,187,1530.0,17.0,24.0,17.0,41.0,23.0,1.0,2.0,23.0,3.0,,,,1.41,1.0,2.41,1.35,2.35,,
Milan Borjan,ca CAN,GK,35-116,21.0,21,1890.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Strahinja Eraković,rs SRB,DF,22-025,19.0,19,1640.0,18.2,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,,,,0.0,0.11,0.11,0.0,0.11,Matches,
Guélor Kanga,ga GAB,MF,32-168,19.0,18,1523.0,16.9,5.0,5.0,10.0,1.0,4.0,4.0,5.0,0.0,,,,0.3,0.3,0.59,0.06,0.35,Matches,
Aleksandar Dragović,at AUT,"DF,MF",31-347,20.0,17,1533.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Aleksandar Katai,rs SRB,"FW,MF",32-010,20.0,16,1449.0,16.1,11.0,4.0,15.0,9.0,2.0,2.0,1.0,0.0,,,,0.68,0.25,0.93,0.56,0.81,Matches,
Mirko Ivanić,me MNE,MF,29-156,17.0,15,1252.0,13.9,6.0,10.0,16.0,6.0,0.0,0.0,2.0,0.0,,,,0.43,0.72,1.15,0.43,1.15,Matches,
Aleksandar Pešić,rs SRB,FW,30-271,17.0,15,1106.0,12.3,7.0,2.0,9.0,7.0,0.0,0.0,2.0,0.0,,,,0.57,0.16,0.73,0.57,0.73,Matches,
Milan Rodić,rs SRB,DF,31-320,16.0,14,1159.0,12.9,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,,,,0.08,0.0,0.08,0.08,0.08,Matches,
Osman Bukari,gh GHA,MF,24-065,17.0,14,1031.0,11.5,5.0,0.0,5.0,5.0,0.0,0.0,2.0,0.0,,,,0.44,0.0,0.44,0.44,0.44,Matches,
Kings Kangwa,zm ZAM,MF,23-316,18.0,12,1086.0,12.1,5.0,1.0,6.0,5.0,0.0,0.0,1.0,0.0,,,,0.41,0.08,0.5,0.41,0.5,Matches,
Nemanja Milunović,rs SRB,DF,33-261,14.0,12,1051.0,11.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Marko Gobeljić,rs SRB,"DF,MF",30-156,14.0,11,990.0,11.0,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,,,,0.18,0.09,0.27,0.18,0.27,Matches,
Srđan Mijailović,rs SRB,MF,29-098,11.0,10,801.0,8.9,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,,,,0.0,0.11,0.11,0.0,0.11,Matches,
Stefan Mitrović,rs SRB,MF,20-185,16.0,7,710.0,7.9,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,,,,0.25,0.13,0.38,0.25,0.38,Matches,
Ben Nabouhane,km COM,"FW,MF",33-251,11.0,5,544.0,6.0,2.0,3.0,5.0,2.0,0.0,0.0,1.0,0.0,,,,0.33,0.5,0.83,0.33,0.83,Matches,
Irakli Azarov,ge GEO,DF,20-360,8.0,5,449.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Slavoljub Srnić,rs SRB,MF,31-035,8.0,4,368.0,4.1,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,,,,0.0,0.24,0.24,0.0,0.24,Matches,
Sékou Sanogo,ci CIV,MF,33-287,12.0,3,367.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Milan Pavkov,rs SRB,FW,29-007,4.0,3,242.0,2.7,5.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,,,,1.86,0.37,2.23,1.86,2.23,Matches,
Alex Vigo,ar ARG,DF,23-294,2.0,2,180.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,0.5,0.0,0.5,0.5,0.5,Matches,
Jovan Mijatović,rs SRB,FW,17-220,3.0,2,178.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.51,0.51,0.0,0.51,Matches,
Nikola Stanković,rs SRB,MF,19-298,6.0,2,167.0,1.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.54,0.54,0.0,0.54,Matches,
Ibrahim Mustapha,gh GHA,MF,22-243,12.0,1,336.0,3.7,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.27,0.27,0.0,0.27,Matches,
Radovan Pankov,rs SRB,DF,27-195,4.0,1,174.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Veljko Nikolić,rs SRB,MF,23-171,5.0,1,157.0,1.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,0.57,0.0,0.57,0.57,0.57,Matches,
Ohi Omoijuanfo,no NOR,"FW,MF",29-037,2.0,1,72.0,0.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,1.25,0.0,1.25,1.25,1.25,Matches,
Stefan Lekovic,rs SRB,DF,19-038,4.0,0,87.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Kalifa Coulibaly,ml MLI,FW,31-179,4.0,0,81.0,0.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,1.11,0.0,1.11,1.11,1.11,Matches,
Nenad Krstičić,rs SRB,MF,32-228,3.0,0,62.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
